경찰서 명,년월일,신고수 ,평균기온,최저기온,최저기온시각,최고기온,최고기온시각 ,일강수량,최대순간풍속,최대순간풍속시각,평균풍속,최대순산풍속방향
서울서대문경찰서,2021-07-25,139,29.9,25,514,35.1,1542,0,6.2,950,1.2,177.8
서울서부경찰서,2021-07-25,109,29.1,22.9,418,36.1,1450,0,5.7,1249,0.7,154.7
서울서초경찰서,2021-07-25,184,30.8,25.5,500,37,1450,0,5.4,1203,1.4,146.3
서울성동경찰서,2021-07-25,141,31.6,27.6,545,36.2,1430,0,7.5,1003,1.9,199.7
서울성북경찰서,2021-07-25,93,29.8,25.6,558,33.4,1510,0,6.7,847,1.7,78.8
서울송파경찰서,2021-07-25,345,31.8,27.4,644,36.2,1448,0,6,1112,1.8,182.8
서울수서경찰서,2021-07-25,196,31.8,26.8,529,37.1,1543,0,6.2,1120,1.5,191.3
서울영등포경찰서,2021-07-25,302,32.2,28.9,580.5,36.8,1579.5,0,5.9,1159,1.7,115.4
서울용산경찰서,2021-07-25,268,32.5,28.8,535,36.3,1445,0,6.7,1226,1.7,205.3
서울은평경찰서,2021-07-25,153,31.6,27,545,35.8,1321,0,6.6,1442,1.7,95.6
서울은평경찰서,2021-07-25,153,29.1,22.9,418,36.1,1450,0,5.7,1249,0.7,154.7
서울은평경찰서,2021-07-25,153,29,24.2,411.5,34.9,1528.5,0,5.6,1079,1.7,160.3
서울종암경찰서,2021-07-25,93,29.8,25.6,558,33.4,1510,0,6.7,847,1.7,78.8
서울중랑경찰서,2021-07-25,267,31.8,27.2,638,36,1529,0,6.9,2111,2.2,216.6
서울중부경찰서,2021-07-25,98,30.3,26.3,505,34,1429,0,6.6,1109,1.8,161.2
서울강남경찰서,2021-07-26,317,31.7,26.9,544,36.4,1455,0,6.1,1126,1.6,151.9
서울강동경찰서,2021-07-26,320,30.7,27,521,34.6,1612,0,8.1,1145,1.9,129.4
서울강북경찰서,2021-07-26,228,32.1,27.9,552,38,1512,0,6.5,1351,1.9,208.1
서울강서경찰서,2021-07-26,313,31.2,27.8,2347,36.9,1638,0,5.2,920,1.5,115.3
서울광진경찰서,2021-07-26,239,31.4,26.5,540,36.8,1452,0,5.6,1312,1.6,196.9
서울구로경찰서,2021-07-26,408,30.8,27.5,604,35,1610,0,7.7,919,2.3,120.9
서울금천경찰서,2021-07-26,199,31.6,27.6,456,37.1,1353,0,7.5,1136,2.6,137
서울노원경찰서,2021-07-26,257,29.3,23.5,451,34.9,1654,0,6.7,1133,1.6,92.8
서울동작경찰서,2021-07-26,164,31.2,26.2,527.5,36.1,1508,0,6.5,1038.5,1.3,66.1
서울마포경찰서,2021-07-26,273,30.9,27.2,533,35.3,1548,0,7.9,1120,3,165.9
서울서대문경찰서,2021-07-26,197,29.7,25.6,643,34.5,1448,0,6.6,1039,1.5,181.1
서울서부경찰서,2021-07-26,115,28.8,23.9,556,35.5,1507,0,6.4,1512,1,42.2
서울서초경찰서,2021-07-26,270,31.4,26.6,514,36.3,1728,0,5.4,919,1.7,104.1
서울성동경찰서,2021-07-26,156,31.4,28.2,509,35.3,1521,0,7.3,939,2.1,191.3
서울성북경찰서,2021-07-26,90,29.7,26.6,612,32.8,1436,0,7.1,1553,1.9,112.5
서울송파경찰서,2021-07-26,425,31.4,28.1,509,35.7,1512,0,6.2,858,2,154.7
서울수서경찰서,2021-07-26,245,31.7,26.9,544,36.4,1455,0,6.1,1126,1.6,151.9
서울영등포경찰서,2021-07-26,394,31.4,28.2,541,36.3,1567,0,6.6,1011.5,2.2,125.2
서울용산경찰서,2021-07-26,208,32.3,28.5,611,36.9,1607,0,9,1704,1.7,177.2
서울은평경찰서,2021-07-26,141,31.4,27.1,554,36.1,1440,0,6.9,1146,1.6,188.4
서울은평경찰서,2021-07-26,141,28.8,23.9,556,35.5,1507,0,6.4,1512,1,42.2
서울은평경찰서,2021-07-26,141,28.6,23.7,1464,34.4,1572,0,6.2,931.5,1.6,146.3
서울종암경찰서,2021-07-26,93,29.7,26.6,612,32.8,1436,0,7.1,1553,1.9,112.5
서울중랑경찰서,2021-07-26,244,31.5,27.4,553,35.5,1409,0,6.8,1123,2.3,174.3
서울중부경찰서,2021-07-26,131,29.7,25.9,530,34.7,1357,0,6.7,431,1.9,168
서울강남경찰서,2021-07-27,361,32.1,28.1,531,37.9,1622,0,5.7,2149,1.1,241.9
서울강동경찰서,2021-07-27,271,31.2,26.7,538,36.3,1612,0,5.9,1154,1.5,22.5
서울강북경찰서,2021-07-27,228,32.2,27.8,535,38.6,1328,0,6.9,1736,1.7,337.5
서울강서경찰서,2021-07-27,339,30.8,26.5,452,36.5,1358,0,6.3,1734,1.3,303.8
서울광진경찰서,2021-07-27,215,31.5,27.1,545,38.3,1551,0,5.4,1742,1.7,289.7
서울구로경찰서,2021-07-27,289,31,26.6,512,36.4,1450,0,6.1,1519,1.4,258.8
서울금천경찰서,2021-07-27,210,32.2,29,538,37.6,1508,0,7.5,523,2.1,315.4
서울노원경찰서,2021-07-27,289,29.7,24.3,544,36.3,1611,0,6.2,1604,1.2,132.2
서울도봉경찰서,2021-07-27,154,29.7,26.3,545,34.2,1622,0,6,1826,0.8,334.7
서울동작경찰서,2021-07-27,154,31.7,27.6,538.5,37.7,1407,0.3,5,1533.5,1.1,150.5
서울마포경찰서,2021-07-27,270,31.1,28.2,548,36.9,1535,0,8.2,1816,2.2,323.4
서울서대문경찰서,2021-07-27,194,30,26.3,1,35.4,1521,0,6.1,1746,0.9,109.7
서울서부경찰서,2021-07-27,108,28.2,23.7,448,35.1,1437,0,4,1753,0.6,8.4
서울서초경찰서,2021-07-27,338,31.4,26.2,2358,37.9,1656,1,6.4,1851,1.6,340.3
서울성동경찰서,2021-07-27,171,31.8,28.3,614,37.4,1528,0,7.3,1424,1.7,47.8
서울성북경찰서,2021-07-27,107,30.1,26.7,603,33.8,1430,0,6.1,1509,1.5,143.4
서울송파경찰서,2021-07-27,432,31.6,28.3,706,37.4,1552,0,6.4,1845,1.6,326.3
서울수서경찰서,2021-07-27,263,32.1,28.1,531,37.9,1622,0,5.7,2149,1.1,241.9
서울영등포경찰서,2021-07-27,326,31.9,29.1,402.5,37.4,1452,0,5.3,1677.5,1.6,268.6
서울용산경찰서,2021-07-27,187,32.7,29.4,559,39.2,1549,0,7.1,1831,1.5,0
서울은평경찰서,2021-07-27,130,31.7,27.8,553,37.4,1647,0,6.8,1844,1.7,300.9
서울은평경찰서,2021-07-27,130,28.2,23.7,448,35.1,1437,0,4,1753,0.6,8.4
서울은평경찰서,2021-07-27,130,29.5,24.5,279.5,35.9,1481.5,0.3,5.2,1881,1.5,253.2
서울종암경찰서,2021-07-27,110,30.1,26.7,603,33.8,1430,0,6.1,1509,1.5,143.4
서울중랑경찰서,2021-07-27,287,31.9,27.7,613,36.9,1459,0,5.8,1806,2.1,278.3
서울중부경찰서,2021-07-27,100,30.1,26.9,523,35.5,1500,0,7.4,1758,2.2,124.1
서울강남경찰서,2021-07-28,377,31.1,26.9,512,36.1,1503,0,5.5,1650,1.1,120.9
서울강동경찰서,2021-07-28,282,30.3,26.7,510,34.7,1518,0,6.3,1324,1.5,106.9
서울강북경찰서,2021-07-28,212,31.2,27.4,530,37.2,1523,0,9.6,1632,1.6,275.6
서울강서경찰서,2021-07-28,334,30.1,25.8,1659,35.8,1334,11.5,9,1656,1.2,132.2
서울광진경찰서,2021-07-28,247,30.8,26.4,534,36.3,1427,0,5.6,1703,1.4,244.7
서울구로경찰서,2021-07-28,244,29.7,27.1,2356,35.8,1316,2.5,6.4,1550,1.3,109.7
서울금천경찰서,2021-07-28,163,30.1,26.8,1548,36.2,1325,28.5,6.5,1509,1.9,342.6
서울노원경찰서,2021-07-28,311,29,24,539,34.6,1314,0,5.2,1141,1.3,64.7
서울도봉경찰서,2021-07-28,179,29.6,26,549,33.9,1600,0,5.2,1924,1,284.1
서울동작경찰서,2021-07-28,172,29.5,26.2,474,35.2,1339.5,0.8,8.3,1559.5,0.8,243.4
서울마포경찰서,2021-07-28,299,29.8,26.9,1706,34.8,1514,7,8.5,1604,2,312.2
서울서대문경찰서,2021-07-28,173,28.5,24.8,1751,34,1239,1,7,1612,0.8,316.7
서울서부경찰서,2021-07-28,118,27.8,23.8,526,34.7,1418,1,3.6,1323,0.7,5.6
서울서초경찰서,2021-07-28,272,30.2,25.2,516,35.2,1310,0,5.2,1645,1.3,337.5
서울성동경찰서,2021-07-28,176,30.7,27.6,603,35.3,1532,0,6.3,1618,1.7,225
서울성북경찰서,2021-07-28,103,29.3,26.1,600,32.8,1428,0,6.4,1601,1.4,210.9
서울송파경찰서,2021-07-28,386,31,27.2,601,35.3,1502,0,5,1651,1.5,306.6
서울수서경찰서,2021-07-28,261,31.1,26.9,512,36.1,1503,0,5.5,1650,1.1,120.9
서울영등포경찰서,2021-07-28,374,30.7,28.1,548,35.4,1221.5,0,5.4,1573.5,1.5,268.6
서울용산경찰서,2021-07-28,171,31.3,28.2,601,35.5,1324,0,6.5,1546,1.5,286.9
서울은평경찰서,2021-07-28,147,30.4,26.9,533,35.5,1230,0,6,1931,1.5,343.1
서울은평경찰서,2021-07-28,147,27.8,23.8,526,34.7,1418,1,3.6,1323,0.7,5.6
서울은평경찰서,2021-07-28,147,27.6,23.6,428.5,33.5,1296,1.5,5.2,1241.5,1.3,247.5
서울종암경찰서,2021-07-28,111,29.3,26.1,600,32.8,1428,0,6.4,1601,1.4,210.9
서울중랑경찰서,2021-07-28,268,30.8,27,532,35.1,1541,0,7,1700,1.8,272.7
서울중부경찰서,2021-07-28,131,28.6,25.4,529,34,1304,0,7.4,250,1.7,118.6
서울강남경찰서,2021-07-29,373,30.2,27.4,508,34.6,1405,0,4.9,1514,1.1,98.4
서울강동경찰서,2021-07-29,316,29.3,26.7,549,33.4,1438,0,6.7,1543,1.2,239.1
서울강북경찰서,2021-07-29,219,30.3,27.1,533,37.1,1311,0,6.1,1456,1.7,317.8
서울강서경찰서,2021-07-29,311,29.4,26.6,323,35.1,1521,0,6,1552,1.4,289.7
서울광진경찰서,2021-07-29,290,29.7,26.9,453,35,1412,4.5,5.5,1519,1.4,286.9
서울구로경찰서,2021-07-29,270,29.1,25.9,538,33.6,1458,0,6.3,1359,1.5,219.4
서울금천경찰서,2021-07-29,184,29.8,26.8,504,34.8,1308,0,5.6,1558,2.1,165.6
서울노원경찰서,2021-07-29,271,27.8,24.3,2354,33.7,1324,0,6.4,1645,1.1,343.1
서울도봉경찰서,2021-07-29,180,29.2,26.3,456,32.6,1407,0,5.1,2052,0.9,286.9
서울동작경찰서,2021-07-29,171,29.4,26,522.5,33.8,1244.5,0,4.9,1439.5,0.9,249
서울마포경찰서,2021-07-29,323,29.4,26.8,2336,33.7,1243,0,7.1,1605,1.9,300.9
서울서대문경찰서,2021-07-29,242,28,25,531,32.5,1615,0,5.1,1615,0.7,89.1
서울서부경찰서,2021-07-29,108,27.5,23.4,459,33.1,1253,0,4.5,1707,0.6,39.4
서울서초경찰서,2021-07-29,331,30,26.2,447,35.4,1315,0,4.7,1520,1.2,303.8
서울성동경찰서,2021-07-29,194,30.2,27.5,549,34.5,1352,0,7.2,1652,1.7,241.9
서울성북경찰서,2021-07-29,116,28.5,25.8,525,32.1,1416,0,5.8,1645,1.5,247.5
서울송파경찰서,2021-07-29,451,29.9,27.6,549,34.7,1353,0,5,1740,1.5,312.2
서울수서경찰서,2021-07-29,232,30.2,27.4,508,34.6,1405,0,4.9,1514,1.1,98.4
서울영등포경찰서,2021-07-29,332,30.2,28,525.5,33.9,1430.5,0,5.3,1429.5,1.5,306.6
서울용산경찰서,2021-07-29,216,30.9,28.2,531,34.6,1357,0,6.8,1316,1.4,210.9
서울은평경찰서,2021-07-29,151,29.5,27,542,34.6,1308,0,5.4,1705,1.5,351.6
서울은평경찰서,2021-07-29,151,27.5,23.4,459,33.1,1253,0,4.5,1707,0.6,39.4
서울은평경찰서,2021-07-29,151,27.7,23.9,1395.5,32.8,1419,0,5,1186,1.4,237.7
서울종암경찰서,2021-07-29,116,28.5,25.8,525,32.1,1416,0,5.8,1645,1.5,247.5
서울중랑경찰서,2021-07-29,303,29.9,27,601,34,1407,0,5,1615,1.7,227.8
서울중부경찰서,2021-07-29,121,28.1,25.5,556,32.4,1253,0,6.5,1720,1.4,42.6
서울강남경찰서,2021-07-30,389,30.8,25.8,510,36.2,1532,0,5.6,1500,1.4,59.1
서울강동경찰서,2021-07-30,383,30.4,25.4,535,34.7,1328,0,7.4,1259,1.8,123.8
서울강북경찰서,2021-07-30,272,31.1,25.9,555,38,1519,0,7,1302,1.8,208.1
서울강서경찰서,2021-07-30,380,30,25.1,457,35.8,1441,0,6,1327,1.3,165.9
서울광진경찰서,2021-07-30,241,30.5,25.7,523,37.3,1547,0,5.6,1128,1.4,137.8
서울구로경찰서,2021-07-30,254,29.8,25,537,34.4,1613,0,8.6,1644,1.9,118.1
서울금천경찰서,2021-07-30,212,30.6,26.5,541,36.4,1532,0,8,1649,2.3,179.6
서울노원경찰서,2021-07-30,350,29.3,23,559,34.8,1539,0,7.5,1303,1.5,84.4
서울도봉경찰서,2021-07-30,202,29.4,24.8,602,34.2,1606,0,6.5,1328,1,165.9
서울동작경찰서,2021-07-30,195,30.4,25,545,36.1,1524.5,0,5.9,1472.5,1.1,239.2
서울마포경찰서,2021-07-30,308,30.5,26.3,203,35.9,1548,0,6.8,1454,2.2,151.9
서울서대문경찰서,2021-07-30,210,28.8,24.1,506,33.7,1533,0,5.6,1238,1.1,152.9
서울서부경찰서,2021-07-30,152,28,21.8,558,35,1629,0,5.4,1305,0.7,106.9
서울서초경찰서,2021-07-30,306,30.5,25.1,519,36.1,1527,0,4.7,1147,1.4,132.2
서울성동경찰서,2021-07-30,209,30.8,27.1,341,35.4,1600,0,7.7,1256,2,182.8
서울성북경찰서,2021-07-30,119,29.1,24.2,552,33,1647,0,7.5,1526,1.6,199.7
서울송파경찰서,2021-07-30,427,30.9,26.9,545,36.1,1609,0,5.9,1741,1.6,222.2
서울수서경찰서,2021-07-30,284,30.8,25.8,510,36.2,1532,0,5.6,1500,1.4,59.1
서울영등포경찰서,2021-07-30,353,31.1,27.4,486,36.3,1537,0,6.2,1374.5,1.8,168.8
서울용산경찰서,2021-07-30,205,31.4,27.4,631,36.1,1656,0,7.3,1735,2,230.6
서울은평경찰서,2021-07-30,174,30.9,26.1,349,36.5,1446,0,7.2,1806,1.8,241.9
서울은평경찰서,2021-07-30,174,28,21.8,558,35,1629,0,5.4,1305,0.7,106.9
서울은평경찰서,2021-07-30,174,28.4,22.9,530.5,34.4,1519.5,0,6.7,1228.5,1.6,189.9
서울종암경찰서,2021-07-30,87,29.1,24.2,552,33,1647,0,7.5,1526,1.6,199.7
서울중랑경찰서,2021-07-30,298,31.2,26.7,511,36.4,1449,0,7.2,1513,2,219.3
서울중부경찰서,2021-07-30,132,29,25.2,230,34.9,1435,0,5.2,2248,1.2,90.9
서울강남경찰서,2021-07-31,333,30.2,25.9,240,35.1,1540,15.5,5.4,1628,1.4,56.3
서울강동경찰서,2021-07-31,280,29.5,25.8,247,34.3,1555,17,7,952,1.4,137.8
서울강북경찰서,2021-07-31,244,29.9,26.1,305,35.1,1510,9,7.8,1733,2.3,300.9
서울강서경찰서,2021-07-31,349,30,27.4,539,35.2,1513,0,5.6,1744,1.8,219.4
서울광진경찰서,2021-07-31,261,29.4,25.6,309,34.7,1602,18,6.6,1813,1.5,225
서울구로경찰서,2021-07-31,264,29.7,26.7,622,33.8,1503,0,7.6,234,2.4,188.4
서울금천경찰서,2021-07-31,221,29.5,26.8,517,34.1,1449,2.5,7,1415,2.3,188.9
서울노원경찰서,2021-07-31,311,28.7,25.1,257,33.8,1459,11,6.7,1820,1.1,317.8
서울도봉경찰서,2021-07-31,186,29.5,27,728,33.6,1613,2.5,6.3,1824,1.4,275.6
서울동작경찰서,2021-07-31,204,29.6,25.8,578,34.8,1482,5.3,6,1702.5,1.4,229.3
서울마포경찰서,2021-07-31,345,29.6,26.4,547,35.2,1505,0.5,8.2,1905,2.4,300.9
서울서대문경찰서,2021-07-31,239,28.4,25.4,619,33.6,1520,0.5,6.2,1902,1.3,96.3
서울서부경찰서,2021-07-31,139,28.5,24.4,2258,33.5,1540,0,4.2,1528,1,180
서울서초경찰서,2021-07-31,260,30,25.7,210,35.2,1517,24,4.5,904,1.3,146.3
서울성동경찰서,2021-07-31,183,29.5,25.2,217,34.1,1506,12.5,7.8,148,2,225
서울성북경찰서,2021-07-31,105,28.3,25.8,359,31.8,1624,2,6.4,1426,1.7,202.5
서울송파경찰서,2021-07-31,399,30.1,25.9,240,34.9,1422,15.5,5.3,2017,1.8,323.4
서울수서경찰서,2021-07-31,233,30.2,25.9,240,35.1,1540,15.5,5.4,1628,1.4,56.3
서울영등포경찰서,2021-07-31,299,30,27,177,35,1504,2.5,5.7,1539,1.8,185.7
서울용산경찰서,2021-07-31,242,30.3,27.3,256,35,1640,4,7.8,112,2.3,239.1
서울은평경찰서,2021-07-31,151,29.6,25.6,230,34.4,1429,10.5,6.6,59,1.9,239.1
서울은평경찰서,2021-07-31,151,28.5,24.4,2258,33.5,1540,0,4.2,1528,1,180
서울은평경찰서,2021-07-31,151,27.4,24.6,1449,32.5,1483,3.5,5.6,1711.5,1.3,203.9
서울종암경찰서,2021-07-31,119,28.3,25.8,359,31.8,1624,2,6.4,1426,1.7,202.5
서울중랑경찰서,2021-07-31,291,30.3,25.8,221,35.2,1505,17,6.9,218,2.1,202.5
서울중부경찰서,2021-07-31,129,28.2,24.3,614,33.9,1525,4.5,7,1918,1.1,97.3
서울강남경찰서,2021-08-01,251,28,24.9,2310,30.6,1439,9.5,4.6,1929,0.7,98.4
서울강동경찰서,2021-08-01,257,27.2,25,2307,29.6,1616,3.5,6.5,1913,1.2,241.9
서울강북경찰서,2021-08-01,202,27.4,25.3,2359,29.4,1655,12,5,1201,1.5,50.6
서울강서경찰서,2021-08-01,296,27.6,25.4,2144,29.6,1452,5.5,4.6,2019,0.9,135
서울광진경찰서,2021-08-01,213,27,24.4,2304,29.7,1631,8,4.6,1926,1,165.9
서울구로경찰서,2021-08-01,180,27.2,24.7,0,29.2,1625,6,5.8,2032,1.1,199.7
서울금천경찰서,2021-08-01,181,27.7,25.2,2345,29.7,1643,6,7.6,622,1.7,185.5
서울노원경찰서,2021-08-01,217,26.2,23.7,216,29.2,1637,6,5.7,1908,0.8,129.4
서울도봉경찰서,2021-08-01,130,27.1,25.8,2201,28.8,1312,17.5,3.8,1203,0.6,33.8
서울동작경찰서,2021-08-01,132,27.1,24.8,2342.5,29.2,1639,6.8,3.5,1889.5,0.6,220.9
서울마포경찰서,2021-08-01,264,27.1,24.6,2347,29,1701,12,6.8,1920,1.6,115.3
서울서대문경찰서,2021-08-01,142,25.6,23.9,2339,27.5,1224,16.5,5.4,1919,0.7,130.1
서울서부경찰서,2021-08-01,120,25.6,23.4,217,28.2,1314,16.5,6.3,1934,0.6,109.7
서울서초경찰서,2021-08-01,178,27.5,24.6,2322,30.4,1649,17,4.5,1849,1,126.6
서울성동경찰서,2021-08-01,221,27.8,25,2338,30.2,1651,11.5,9.2,1855,1.1,149.1
서울성북경찰서,2021-08-01,84,25.8,24.3,2343,27.6,1258,13,7.3,1921,0.9,202.5
서울송파경찰서,2021-08-01,286,28.1,25.2,2302,30.6,1545,6.5,4.5,1950,1.1,151.9
서울수서경찰서,2021-08-01,174,28,24.9,2310,30.6,1439,9.5,4.6,1929,0.7,98.4
서울영등포경찰서,2021-08-01,277,27.9,25.5,2350,30,1701,10.3,5.3,1925.5,1.1,125.2
서울용산경찰서,2021-08-01,215,28,25.5,2344,29.8,1740,8.5,5.8,1903,1,233.4
서울은평경찰서,2021-08-01,143,27.4,24.9,2333,29.7,1554,10,6.8,1903,1.1,188.4
서울은평경찰서,2021-08-01,143,25.6,23.4,217,28.2,1314,16.5,6.3,1934,0.6,109.7
서울은평경찰서,2021-08-01,143,25.4,23.6,2355,27.5,1353,6.8,4.4,2069.5,0.9,109.7
서울종암경찰서,2021-08-01,84,25.8,24.3,2343,27.6,1258,13,7.3,1921,0.9,202.5
서울중랑경찰서,2021-08-01,258,27.6,25.3,2338,29.9,1609,7.5,6.6,1900,1.6,171.6
서울중부경찰서,2021-08-01,105,25.5,23,2331,27.4,1239,10,7.4,454,1.2,122.8
서울강남경찰서,2021-08-02,294,26.7,24.9,9,29.6,1730,0.5,4.6,1013,1,126.6
서울강동경찰서,2021-08-02,258,26.7,24.8,33,29.2,1442,0.5,7.3,1219,1.4,264.4
서울강북경찰서,2021-08-02,200,27.1,24.9,25,30.8,1623,3.5,6.1,1217,1.6,239.1
서울광진경찰서,2021-08-02,250,26.2,24.2,330,30,1734,0,3.9,1113,0.9,244.7
서울구로경찰서,2021-08-02,219,26.2,24.5,105,28.5,1820,0.5,6.6,1116,1.7,222.2
서울금천경찰서,2021-08-02,175,26.7,25.1,744,30.4,1658,0.5,6.9,133,2,109.9
서울노원경찰서,2021-08-02,220,25.8,24,50,28.6,1447,1,4,1628,1,101.3
서울도봉경찰서,2021-08-02,144,26.3,25.3,149,28.5,1731,3,5.4,1214,0.8,188.4
서울동작경찰서,2021-08-02,151,26.2,24.5,1178.5,30.4,1711.5,2,4.1,1142.5,0.8,237.7
서울마포경찰서,2021-08-02,240,26.4,24.5,3,30.4,1700,0,5.2,144,2,112.5
서울서대문경찰서,2021-08-02,173,24.9,23.6,2229,28.5,1621,2,4.3,1037,0.9,184.6
서울서부경찰서,2021-08-02,97,25.4,22.8,2325,30,1723,0.5,3.7,8,0.6,146.3
서울서초경찰서,2021-08-02,257,26.4,24.6,2350,29.8,1734,1,3.5,1406,1,146.3
서울성동경찰서,2021-08-02,213,26.7,25,550,29.1,1730,2.5,5.7,1208,1.4,213.8
서울성북경찰서,2021-08-02,109,25.2,24,720,27.2,1735,2.5,5.3,959,1,199.7
서울송파경찰서,2021-08-02,373,27,25.3,59,29.2,1441,0,4.4,1437,1.3,157.5
서울수서경찰서,2021-08-02,217,26.7,24.9,9,29.6,1730,0.5,4.6,1013,1,126.6
서울영등포경찰서,2021-08-02,297,27.2,25.6,10,30.4,1649.5,0.8,4.8,1301,1.4,144.9
서울용산경찰서,2021-08-02,202,27.1,25.5,1,29.7,1722,1,5.2,1041,1.2,222.2
서울은평경찰서,2021-08-02,173,26.7,24.8,211,29.5,1655,1.5,5.2,1223,1.2,230.6
서울은평경찰서,2021-08-02,173,25.4,22.8,2325,30,1723,0.5,3.7,8,0.6,146.3
서울은평경찰서,2021-08-02,173,24.5,22.6,2180,28.1,1720,3.3,4.3,1043.5,1.1,182.8
서울종암경찰서,2021-08-02,123,25.2,24,720,27.2,1735,2.5,5.3,959,1,199.7
서울중랑경찰서,2021-08-02,260,27,25.1,36,29.8,1443,1,5.7,1105,1.8,182.8
서울중부경찰서,2021-08-02,123,24.9,23.1,1,27.9,1440,1.5,4.6,9,0.8,164.9
서울강남경찰서,2021-08-03,333,28.6,24.3,403,32.8,1404,0.5,6.8,1533,1.1,101.3
서울강동경찰서,2021-08-03,287,27.7,23.7,538,31.6,1350,0,9,1546,1.6,264.4
서울강북경찰서,2021-08-03,195,27.9,24.3,402,34,1523,2.5,6.6,1607,1.3,177.2
서울강서경찰서,2021-08-03,367,28.6,23.7,458,34.1,1450,0,5.8,1550,1.1,284.1
서울광진경찰서,2021-08-03,224,27.8,23.9,450,33,1510,1,7.3,1546,1.2,188.4
서울구로경찰서,2021-08-03,237,28.4,24.1,549,32.9,1408,0,8.4,1548,1.4,216.6
서울금천경찰서,2021-08-03,194,29,24.9,446,33.6,1428,0,10.1,1536,2,157
서울노원경찰서,2021-08-03,252,26.5,21.6,513,32.1,1417,0,6.2,1326,1.1,163.1
서울도봉경찰서,2021-08-03,184,26.1,23.7,503,29.6,1526,18.5,9.6,1622,0.6,188.4
서울동작경찰서,2021-08-03,173,28.3,24,454,32.8,1440.5,1.3,6.7,1540,0.9,202.6
서울마포경찰서,2021-08-03,306,28.3,24.6,601,33.8,1434,0,9.6,1549,1.9,163.1
서울서대문경찰서,2021-08-03,180,26.6,23.1,451,32,1427,0,6.8,1557,0.9,165.9
서울서부경찰서,2021-08-03,116,26.3,21.6,508,32.3,1503,0,4,1231,0.6,109.7
서울서초경찰서,2021-08-03,342,28.2,23.5,342,32.9,1459,0,5.2,1529,1.1,230.6
서울성동경찰서,2021-08-03,163,28.2,24.9,534,32,1529,0,9.5,1545,1.5,213.8
서울성북경찰서,2021-08-03,110,26.3,22.9,508,29.2,1457,0,8.6,1608,1.2,219.4
서울송파경찰서,2021-08-03,381,28.6,24.8,549,33.1,1354,0,7.2,1535,1.3,137.8
서울수서경찰서,2021-08-03,272,28.6,24.3,403,32.8,1404,0.5,6.8,1533,1.1,101.3
서울영등포경찰서,2021-08-03,334,29,25.7,348,33.8,1416.5,0,5.4,1438,1.4,133.6
서울용산경찰서,2021-08-03,231,28.9,25.2,532,32.5,1446,0,7.9,1618,1.4,230.6
서울은평경찰서,2021-08-03,149,28.1,23.7,505,32.7,1456,0.5,9.4,1555,1.5,216.6
서울은평경찰서,2021-08-03,149,26.3,21.6,508,32.3,1503,0,4,1231,0.6,109.7
서울은평경찰서,2021-08-03,149,26.3,22.4,379.5,31.1,1387.5,0,7.3,1577,1.4,212.4
서울종암경찰서,2021-08-03,103,26.3,22.9,508,29.2,1457,0,8.6,1608,1.2,219.4
서울중랑경찰서,2021-08-03,253,28.3,24.3,422,32.6,1536,0,7.8,1550,1.9,174.3
서울중부경찰서,2021-08-03,125,26.8,23,628,31.7,1444,0,5.7,707,1.7,102.5
서울강남경찰서,2021-08-04,398,29.7,26.4,431,34.2,1535,0,6.6,1547,1.4,67.5
서울강동경찰서,2021-08-04,255,29.5,25.9,416,34.1,1504,0,7.5,1255,1.6,250.3
서울강북경찰서,2021-08-04,241,29.5,25.5,432,35.3,1124,0,7.6,1559,1.9,275.6
서울강서경찰서,2021-08-04,352,29.3,26.1,2352,34.2,1358,0,5.3,1249,1.4,233.4
서울광진경찰서,2021-08-04,239,29.3,26,542,35.1,1538,0,5.5,1310,1.3,213.8
서울구로경찰서,2021-08-04,259,28.9,25.9,2353,33.3,1352,0,8.8,1506,1.7,233.4
서울금천경찰서,2021-08-04,153,29.3,27.1,457,33.8,1353,0,6.9,1141,2.2,196.9
서울노원경찰서,2021-08-04,237,28.5,23.6,0,34,1422,0,6,1439,1.1,120.9
서울도봉경찰서,2021-08-04,148,27.4,24.6,517,32,1552,0,5.9,1556,0.9,177.2
서울동작경찰서,2021-08-04,175,29.1,25.9,1399,33.8,1415,0,6.3,1285,1.2,225.1
서울마포경찰서,2021-08-04,316,29.3,26.3,2350,34.6,1408,0,7.2,1615,2,239.1
서울서대문경찰서,2021-08-04,207,28,24.5,2310,33.1,1424,0,6.1,1055,1.1,181.5
서울서부경찰서,2021-08-04,108,27,22.5,2358,33,1417,0,4.1,1319,0.7,53.4
서울서초경찰서,2021-08-04,279,29.3,25.5,508,34.3,1442,0,4.4,1218,1.2,126.6
서울성동경찰서,2021-08-04,177,29.4,27,453,33.1,1436,0,7.1,1428,1.7,230.6
서울성북경찰서,2021-08-04,110,27.4,24.6,453,30.7,1427,0,8.7,1444,1.4,202.5
서울송파경찰서,2021-08-04,397,29.9,26.9,507,34,1514,0,5.9,1350,1.6,146.3
서울수서경찰서,2021-08-04,275,29.7,26.4,431,34.2,1535,0,6.6,1547,1.4,67.5
서울영등포경찰서,2021-08-04,313,30.1,27.7,2332,34.5,1455.5,0,5.9,1337.5,1.4,203.9
서울용산경찰서,2021-08-04,191,30.2,27.7,531,34.2,1605,0,8.1,1418,2,194.1
